GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,Tagged_DP_count,Cancellation_count,Tagged_nvm_DP_pos_x,Tagged_nvm_DP_pos_y,Is_Cancellation_DP
T240814010559091VCMCT9009T0,'20240814010841,2024-08-14 01:09:05:075,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_Dark_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,,,,,
