GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,Vx014D_HexString,Vx014E_HexString,Vx014F_HexString,Vx0389_HexString,Vx038A_HexString,Vx038B_HexString,Vx015A_HexString,Vx015B_HexString,Vx0304_HexString,Vx0306_HexString,Vx0307_HexString,Vx0301_HexString,Vx0303_HexString,Vx0124_HexString,Vx0125_HexString,Vx0155_HexString,Vx0156_HexString,Vx0157_HexString,LINE_LENGTH,COARSE_INTEGRATION_TIME,FINE_INTEGRATION_TIME,INCK,VTCK,VTPXCK,t_shutter_ms
T240814010559091VCMCT9009T0,'20240814010718,2024-08-14 01:07:22:784,VCMCT9009T02,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro400_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,0x00,0x0a,0xd3,0x00,0x41,0x68,0x17,0x08,0x02,0x00,0xaa,0x08,0x01,0x18,0x00,0x00,0x2d,0x0c,5896,2771,16744,24.00000000000000000000,2040.00000000000000000000,255.00000000000000000000,8.01694117647058845932
