GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,Vendor_Tagged_DP_Total,FD,SPD,DP101,DP1001,ZAF,ZAFn,PDDC,HL,CLUSTER,LONG,SPARE0
T240814010559091VCMCT9009T0,'20240814010841,2024-08-14 01:08:42:255,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_Dark_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,365,48,0,0,0,38,189,0,26,0,64,0
