GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,location,ntc_temp,sensor_temp,Result
T240814010559091VCMCT9009T0,'20240814010920,2024-08-14 01:09:22:189,VCMCT9009T01,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRInfinity_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,ModeA1_PreStream,32.56018012395946925608,32.95835294743211107971,1
T240814010559091VCMCT9009T0,'20240814010920,2024-08-14 01:09:43:809,VCMCT9009T01,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRInfinity_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,ModeA1_PstCapture,40.38052825395044465040,41.93351570149626184048,1
