GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,T_combined_msec_1st,Bz_combined_DAC_1st,APS_E_1st,APS_W_1st,NTC_1st,Laser_1_1st,Laser_2_1st,T_combined_msec_2nd,Bz_combined_DAC_2nd,APS_E_2nd,APS_W_2nd,NTC_2nd,Laser_1_2nd,Laser_2_2nd,T_combined_msec_3rd,Bz_combined_DAC_3rd,APS_E_3rd,APS_W_3rd,NTC_3rd,Laser_1_3rd,Laser_2_3rd,aps_bottom_endStop_aps_dac
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,20,-223,12568,12568,42.56076572041052941131,0.00000000000000000000,0.00000000000000000000,20,-223,13539,13539,42.64406439650429092580,0.00000000000000000000,0.00000000000000000000,20,-223,13658,13658,42.74760526562829454633,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,21,-224,12837,12837,42.56076572041052941131,0.00000000000000000000,0.00000000000000000000,21,-224,13787,13787,42.64009111493652426361,0.00000000000000000000,0.00000000000000000000,21,-224,13926,13926,42.74760526562829454633,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,22,-225,13104,13104,42.55680644647583221740,0.00000000000000000000,0.00000000000000000000,22,-225,14014,14014,42.64406439650429092580,0.00000000000000000000,0.00000000000000000000,22,-225,14127,14127,42.75558879509765120019,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,23,-226,13322,13322,42.56076572041052941131,0.00000000000000000000,0.00000000000000000000,23,-226,14222,14222,42.64406439650429092580,0.00000000000000000000,0.00000000000000000000,23,-226,14330,14330,42.75558879509765120019,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,24,-227,13538,13538,42.56472565929391294048,0.00000000000000000000,0.00000000000000000000,24,-227,14386,14386,42.64803834739922194785,0.00000000000000000000,0.00000000000000000000,24,-227,14505,14505,42.75159669285380914516,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,25,-228,13721,13721,42.56472565929391294048,0.00000000000000000000,0.00000000000000000000,25,-228,14555,14555,42.64406439650429092580,0.00000000000000000000,0.00000000000000000000,25,-228,14675,14675,42.75558879509765120019,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,26,-229,13874,13874,42.56472565929391294048,0.00000000000000000000,0.00000000000000000000,26,-229,14695,14695,42.64803834739922194785,0.00000000000000000000,0.00000000000000000000,26,-229,14782,14782,42.75558879509765120019,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,27,-230,14041,14041,42.57264753273727819760,0.00000000000000000000,0.00000000000000000000,27,-230,14790,14790,42.64406439650429092580,0.00000000000000000000,0.00000000000000000000,27,-230,14861,14861,42.75958157257190350720,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,28,-231,14170,14170,42.56076572041052941131,0.00000000000000000000,0.00000000000000000000,28,-231,14864,14864,42.64803834739922194785,0.00000000000000000000,0.00000000000000000000,28,-231,14915,14915,42.75958157257190350720,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,29,-232,14302,14302,42.56868626333363181402,0.00000000000000000000,0.00000000000000000000,29,-232,14913,14913,42.65201296783055795458,0.00000000000000000000,0.00000000000000000000,29,-232,14907,14907,42.75958157257190350720,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,30,-233,14453,14453,42.56472565929391294048,0.00000000000000000000,0.00000000000000000000,30,-233,14918,14918,42.64803834739922194785,0.00000000000000000000,0.00000000000000000000,30,-233,14912,14912,42.75558879509765120019,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,31,-234,14550,14550,42.56472565929391294048,0.00000000000000000000,0.00000000000000000000,31,-234,14916,14916,42.65201296783055795458,0.00000000000000000000,0.00000000000000000000,31,-234,14908,14908,42.75558879509765120019,0.00000000000000000000,0.00000000000000000000,-230
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:39:155,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,32,-235,14679,14679,42.56472565929391294048,0.00000000000000000000,0.00000000000000000000,32,-235,14935,14935,42.65201296783055795458,0.00000000000000000000,0.00000000000000000000,32,-235,14900,14900,42.75558879509765120019,0.00000000000000000000,0.00000000000000000000,-230
