GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,laser displacement BES um,laser displacement TES um,laser displacement Range um,APS DAC BES pre offset trim,APS DAC NEUTRAL pre offset trim,APS DAC TES pre offset trim,APS Gain Initial,offset_trim_mV,offset_trim_applied_mV,AFE_OFFSET,AFE_OFFSET_POL,AFE_OFFSET_RANGE,APS DAC BES pre gain trim,APS DAC NEUTRAL pre gain trim,APS DAC TES pre gain trim,HeadRoom_beforeGainTrim,Gain_target,Gain_trimmed,AFE_GAIN_ANL,ANL_GAIN,AFE_GAIN_DIG,DIG_GAIN,APS DAC BES post trim,APS DAC NEUTRAL post trim,APS DAC TES post trim
T240814010559091VCMCT9009T0,'20240814010634,2024-08-14 01:06:53:994,VCMCT9009T01,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_Laser_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,-77.30000114440917968750,142.10000801086425781250,219.40000915527343750000,2873,-1136,-5909,11.19999999999999928946,-5.58480548809996069082,5.50000000000000000000,10,0,0,4317,329,-4460,86.38916015625000000000,41.14367713004484272687,40.60000000000000142109,3,22.39999999999999857891,13,1.81250000000000000000,15700,1199,-16149
