GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,XYBlob 1,XYBlob 2,XYBlob 3,XYBlob 4,XYBlob 5,XYBlob 6,XYBlob 7
T240814010559091VCMCT9009T0,'20240814011047,2024-08-14 01:11:08:305,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_D50_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,0.00000000000000000000,,,,,,
