GlobalTime,SiteTime,time,station,site,moduleConfig,inputParameterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,FdrID,Bz_combined_DAC_0_msec,Bz_combined_DAC_1_msec,Bz_combined_DAC_2_msec,Bz_combined_DAC_3_msec,Bz_combined_DAC_4_msec,Bz_combined_DAC_5_msec,Bz_combined_DAC_6_msec,Bz_combined_DAC_7_msec,Bz_combined_DAC_8_msec,Bz_combined_DAC_9_msec,Bz_combined_DAC_10_msec,Bz_combined_DAC_11_msec,Bz_combined_DAC_12_msec,Bz_combined_DAC_13_msec,Bz_combined_DAC_14_msec,Bz_combined_DAC_15_msec,Bz_combined_DAC_16_msec,Bz_combined_DAC_17_msec,Bz_combined_DAC_18_msec,Bz_combined_DAC_19_msec,Bz_combined_DAC_20_msec,Bz_combined_DAC_21_msec,Bz_combined_DAC_22_msec,Bz_combined_DAC_23_msec,Bz_combined_DAC_24_msec,Bz_combined_DAC_25_msec,Bz_combined_DAC_26_msec,Bz_combined_DAC_27_msec,Bz_combined_DAC_28_msec,Bz_combined_DAC_29_msec,Bz_combined_DAC_30_msec,Bz_combined_DAC_31_msec,Bz_combined_DAC_32_msec,Bz_combined_DAC_33_msec,Bz_combined_DAC_34_msec,Bz_combined_DAC_35_msec,Bz_combined_DAC_36_msec,Bz_combined_DAC_37_msec,Bz_combined_DAC_38_msec,Bz_combined_DAC_39_msec,Bz_combined_DAC_40_msec,Bz_combined_DAC_41_msec,Bz_combined_DAC_42_msec,Bz_combined_DAC_43_msec,Bz_combined_DAC_44_msec,Bz_combined_DAC_45_msec,Bz_combined_DAC_46_msec,Bz_combined_DAC_47_msec,Bz_combined_DAC_48_msec,Bz_combined_DAC_49_msec,Bz_combined_DAC_50_msec,Bz_combined_DAC_51_msec,Bz_combined_DAC_52_msec,Bz_combined_DAC_53_msec,Bz_combined_DAC_54_msec,Bz_combined_DAC_55_msec,Bz_combined_DAC_56_msec,Bz_combined_DAC_57_msec,Bz_combined_DAC_58_msec,Bz_combined_DAC_59_msec,Bz_combined_DAC_60_msec,Bz_combined_DAC_61_msec,Bz_combined_DAC_62_msec,Bz_combined_DAC_63_msec,Bz_combined_DAC_64_msec,Bz_combined_DAC_65_msec,Bz_combined_DAC_66_msec,Bz_combined_DAC_67_msec,Bz_combined_DAC_68_msec,Bz_combined_DAC_69_msec,Bz_combined_DAC_70_msec,Bz_combined_DAC_71_msec,Bz_combined_DAC_72_msec,Bz_combined_DAC_73_msec,Bz_combined_DAC_74_msec,Bz_combined_DAC_75_msec,Bz_combined_DAC_76_msec,Bz_combined_DAC_77_msec,Bz_combined_DAC_78_msec,Bz_combined_DAC_79_msec,Bz_combined_DAC_80_msec,Bz_combined_DAC_81_msec,Bz_combined_DAC_82_msec,Bz_combined_DAC_83_msec,Bz_combined_DAC_84_msec,Bz_combined_DAC_85_msec,Bz_combined_DAC_86_msec,Bz_combined_DAC_87_msec,Bz_combined_DAC_88_msec,Bz_combined_DAC_89_msec,Bz_combined_DAC_90_msec,Bz_combined_DAC_91_msec,Bz_combined_DAC_92_msec,Bz_combined_DAC_93_msec,Bz_combined_DAC_94_msec,Bz_combined_DAC_95_msec,Bz_combined_DAC_96_msec,Bz_combined_DAC_97_msec,Bz_combined_DAC_98_msec,Bz_combined_DAC_99_msec,Bz_combined_DAC_100_msec,Bz_combined_DAC_101_msec,Bz_combined_DAC_102_msec,Bz_combined_DAC_103_msec,Bz_combined_DAC_104_msec,Bz_combined_DAC_105_msec,Bz_combined_DAC_106_msec,Bz_combined_DAC_107_msec,Bz_combined_DAC_108_msec,Bz_combined_DAC_109_msec,Bz_combined_DAC_110_msec,Bz_combined_DAC_111_msec,Bz_combined_DAC_112_msec,Bz_combined_DAC_113_msec,Bz_combined_DAC_114_msec,Bz_combined_DAC_115_msec,Bz_combined_DAC_116_msec,Bz_combined_DAC_117_msec,Bz_combined_DAC_118_msec,Bz_combined_DAC_119_msec,Bz_combined_DAC_120_msec,Bz_combined_DAC_121_msec,version
T240814010559091VCMCT9009T0,'20240814010759,2024-08-14 01:08:37:935,VCMCT9009T03,S7,C5027,240808A,EPSSWEXCEPTION_POR_F52_UDT_CUBE_MFG_SFRMacro200_C5027_2d105e6_24080900,VTY0H0NQ83A2,GCFUDPNP08142024010534472,0914010000ca3803013aca3803069254,0x911024667874b106,LC1E3011038VB232012,,,,0,-12,-24,-37,-49,-61,-73,-86,-98,-110,-122,-134,-147,-159,-171,-183,-196,-208,-221,-222,-223,-224,-225,-226,-227,-228,-229,-230,-231,-232,-233,-234,-235,-236,-237,-238,-239,-240,-241,-242,-244,-246,-248,-250,-253,-256,-259,-262,-266,-269,-273,-278,-282,-287,-292,-297,-302,-308,-314,-320,-326,-333,-340,-347,-354,-362,-370,-378,-386,-395,-404,-413,-422,-432,-441,-451,-462,-472,-483,-494,-505,-516,-528,-540,-552,-564,-577,-590,-603,-616,-630,-644,-658,-672,-687,-702,-717,-732,-748,-763,-779,-796,-812,-829,-846,-863,-880,-898,-916,-934,-952,-971,-990,-1009,-1023,-1023,-1023,-1023,-1023,-1023,-1023,-1023,0.6
